GSE,GSM,Title,Organism,Library Strategy,Library Source,Library Selection,Platform ID,Instrument Models,Tissue/Characteristics
GSE220877,GSM6825431,WF_964440N,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825432,WF_964490V,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825433,WF_964710K,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825434,WF_964740B,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825435,WF_964960K,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825436,WF_965270H,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE220877,GSM6825437,WF_965740T,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825438,WF_965760N,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825439,WF_968640I,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:No
GSE220877,GSM6825440,WF_968880L,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Male; heatstesst1:No
GSE220877,GSM6825441,WF_968940T,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825442,WF_969220C,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825443,WF_969360J,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:No
GSE220877,GSM6825444,WF_969530K,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:three; Sex:Female; heatstesst1:Yes
GSE220877,GSM6825445,WF_970220S,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:two; Sex:Female; heatstesst1:No
GSE220877,GSM6825446,WF_970310R,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:Placenta; tissue:Placenta; arm:one; Sex:Male; heatstesst1:No
GSE162893,GSM4964785,"OM, Embryo 1, ICM",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Inner Cell Mass; cell type:Blastocyst; tissue:Inner Cell Mass; maternal age:10; maternal parity:2; embryo size:409; embryo sex:female
GSE162893,GSM4964786,"OM, Embryo 1, TE",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Trophoblast; cell type:Blastocyst; tissue:Trophoblast; maternal age:10; maternal parity:2; embryo size:409; embryo sex:female
GSE162893,GSM4964787,"OM, Embryo 2, ICM",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Inner Cell Mass; cell type:Blastocyst; tissue:Inner Cell Mass; maternal age:11; maternal parity:3; embryo size:519; embryo sex:male
GSE162893,GSM4964788,"OM, Embryo 2, TE",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Trophoblast; cell type:Blastocyst; tissue:Trophoblast; maternal age:11; maternal parity:3; embryo size:519; embryo sex:male
GSE162893,GSM4964789,"OM, Embryo 3, ICM",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Inner Cell Mass; cell type:Blastocyst; tissue:Inner Cell Mass; maternal age:10; maternal parity:3; embryo size:906; embryo sex:female
GSE162893,GSM4964790,"OM, Embryo 3, TE",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Trophoblast; cell type:Blastocyst; tissue:Trophoblast; maternal age:10; maternal parity:3; embryo size:906; embryo sex:female
GSE162893,GSM4964791,"OM, Embryo 4, ICM",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Inner Cell Mass; cell type:Blastocyst; tissue:Inner Cell Mass; maternal age:10; maternal parity:2; embryo size:1836; embryo sex:male
GSE162893,GSM4964792,"OM, Embryo 4, TE",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Trophoblast; cell type:Blastocyst; tissue:Trophoblast; maternal age:10; maternal parity:2; embryo size:1836; embryo sex:male
GSE162893,GSM4964793,"OM, Embryo 5, ICM",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Inner Cell Mass; cell type:Blastocyst; tissue:Inner Cell Mass; maternal age:17; maternal parity:6; embryo size:1922; embryo sex:female
GSE162893,GSM4964794,"OM, Embryo 5, TE",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Trophoblast; cell type:Blastocyst; tissue:Trophoblast; maternal age:17; maternal parity:6; embryo size:1922; embryo sex:female
GSE162893,GSM4964795,"OM, Embryo 6, ICM",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Inner Cell Mass; cell type:Blastocyst; tissue:Inner Cell Mass; maternal age:14; maternal parity:3; embryo size:2063; embryo sex:male
GSE162893,GSM4964796,"OM, Embryo 6, TE",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Trophoblast; cell type:Blastocyst; tissue:Trophoblast; maternal age:14; maternal parity:3; embryo size:2063; embryo sex:male
GSE162893,GSM4964797,"YM, Embryo 1, ICM",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Inner Cell Mass; cell type:Blastocyst; tissue:Inner Cell Mass; maternal age:6; maternal parity:1; embryo size:603; embryo sex:female
GSE162893,GSM4964798,"YM, Embryo 1, TE",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Trophoblast; cell type:Blastocyst; tissue:Trophoblast; maternal age:6; maternal parity:1; embryo size:603; embryo sex:female
GSE162893,GSM4964799,"YM, Embryo 2, ICM",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Inner Cell Mass; cell type:Blastocyst; tissue:Inner Cell Mass; maternal age:6; maternal parity:1; embryo size:834; embryo sex:female
GSE162893,GSM4964800,"YM, Embryo 2, TE",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Trophoblast; cell type:Blastocyst; tissue:Trophoblast; maternal age:6; maternal parity:1; embryo size:834; embryo sex:female
GSE162893,GSM4964801,"YM, Embryo 3, ICM",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Inner Cell Mass; cell type:Blastocyst; tissue:Inner Cell Mass; maternal age:6; maternal parity:1; embryo size:1094; embryo sex:female
GSE162893,GSM4964802,"YM, Embryo 3, TE",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Trophoblast; cell type:Blastocyst; tissue:Trophoblast; maternal age:6; maternal parity:1; embryo size:1094; embryo sex:female
GSE162893,GSM4964803,"YM, Embryo 4, ICM",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Inner Cell Mass; cell type:Blastocyst; tissue:Inner Cell Mass; maternal age:6; maternal parity:1; embryo size:1313; embryo sex:male
GSE162893,GSM4964804,"YM, Embryo 4, TE",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Trophoblast; cell type:Blastocyst; tissue:Trophoblast; maternal age:6; maternal parity:1; embryo size:1313; embryo sex:male
GSE162893,GSM4964805,"YM, Embryo 5, ICM",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Inner Cell Mass; cell type:Blastocyst; tissue:Inner Cell Mass; maternal age:6; maternal parity:1; embryo size:2643; embryo sex:female
GSE162893,GSM4964806,"YM, Embryo 5, TE",Equus caballus,RNA-Seq,transcriptomic,cDNA,GPL21401,Illumina NextSeq 500,source_name:Trophoblast; cell type:Blastocyst; tissue:Trophoblast; maternal age:6; maternal parity:1; embryo size:2643; embryo sex:female
GSE208681,GSM6215711,"iCdx2 Cells, clone 3, 48hr, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 48hr"
GSE208681,GSM6215712,"iCdx2 Cells, clone 3, 48hr, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 48hr"
GSE208681,GSM6215713,"iCdx2 Cells, clone 3, 48hr, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 48hr"
GSE208681,GSM6215714,"iCdx2 Cells, clone 3, 72hr, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 72hr"
GSE208681,GSM6215715,"iCdx2 Cells, clone 3, 72hr, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 72hr"
GSE208681,GSM6215716,"iCdx2 Cells, clone 3, 72hr, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 72hr"
GSE208681,GSM6215717,"iCdx2 Cells, clone 3, 96hr, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 96hr"
GSE208681,GSM6215718,"iCdx2 Cells, clone 3, 96hr, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 96hr"
GSE208681,GSM6215719,"iCdx2 Cells, clone 3, 96hr, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 96hr"
GSE208681,GSM6215720,"iCdx2 Cells, clone 3, 5 days, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 5 days"
GSE208681,GSM6215721,"iCdx2 Cells, clone 3, 5 days, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 5 days"
GSE208681,GSM6215722,"iCdx2 Cells, clone 3, 5 days, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 5 days"
GSE208681,GSM6215723,"iCdx2 Cells, clone 3, 6 days, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 6 days"
GSE208681,GSM6215724,"iCdx2 Cells, clone 3, 6 days, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 6 days"
GSE208681,GSM6215725,"iCdx2 Cells, clone 3, 6 days, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 6 days"
GSE208681,GSM6215726,"iCdx2 Cells, clone 3, 7 days, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 7 days"
GSE208681,GSM6215727,"iCdx2 Cells, clone 3, 7 days, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 7 days"
GSE208681,GSM6215728,"iCdx2 Cells, clone 3, 7 days, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 7 days"
GSE208681,GSM6215729,"iCdx2 Cells, clone 3, 4 days DOX + 4days wo DOX , replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 4 days- 4Days TSC"
GSE208681,GSM6215730,"iCdx2 Cells, clone 3, 4 days DOX + 4days wo DOX , replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 4 days- 4Days TSC"
GSE208681,GSM6215731,"iCdx2 Cells, clone 3, 4 days DOX + 4days wo DOX , replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX, 4 days- 4Days TSC"
GSE208681,GSM6215732,"iCdx2 Trophoblast Stem Cells, clone 2, passage 3, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 Trophoblast Stem Cells; cell line:Mixed + induced Cdx2; treatment:DOX, passage 3 (12 days)"
GSE208681,GSM6215733,"iCdx2 Trophoblast Stem Cells, clone 2, passage 3, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 Trophoblast Stem Cells; cell line:Mixed + induced Cdx2; treatment:DOX, passage 3 (12 days)"
GSE208681,GSM6215734,"iCdx2 Trophoblast Stem Cells, clone 2, passage 3, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 Trophoblast Stem Cells; cell line:Mixed + induced Cdx2; treatment:DOX, passage 3 (12 days)"
GSE208681,GSM6215735,"iCdx2 Trophoblast Stem Cells, clone 3, passage 3, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 Trophoblast Stem Cells; cell line:Mixed + induced Cdx2; treatment:DOX, passage 3 (12 days)"
GSE208681,GSM6215736,"iCdx2 Trophoblast Stem Cells, clone 3, passage 3, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 Trophoblast Stem Cells; cell line:Mixed + induced Cdx2; treatment:DOX, passage 3 (12 days)"
GSE208681,GSM6215737,"iCdx2 Trophoblast Stem Cells, clone 3, passage 3, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 Trophoblast Stem Cells; cell line:Mixed + induced Cdx2; treatment:DOX, passage 3 (12 days)"
GSE208681,GSM6215738,"iCdx2 Cells, clone 3, 48hr with LPA, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX+LPA, 48hr"
GSE208681,GSM6215739,"iCdx2 Cells, clone 3, 48hr with LPA, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX+LPA, 48hr"
GSE208681,GSM6215740,"iCdx2 Cells, clone 3, 48hr with LPA, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX+LPA, 48hr"
GSE208681,GSM6215741,"iCdx2 Cells, clone 3, 96hr with LPA, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX+LPA, 96hr"
GSE208681,GSM6215742,"iCdx2 Cells, clone 3, 96hr with LPA, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX+LPA, 96hr"
GSE208681,GSM6215743,"iCdx2 Cells, clone 3, 96hr with LPA, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX+LPA, 96hr"
GSE208681,GSM6215744,"iCdx2 Cells, clone 3,8 days with LPA, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX+LPA, 8 days"
GSE208681,GSM6215745,"iCdx2 Cells, clone 3,8 days with LPA, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX+LPA, 8 days"
GSE208681,GSM6215746,"iCdx2 Cells, clone 3,8 days with LPA, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:iCdx2 ESCs; cell line:Mixed + induced Cdx2; treatment:DOX+LPA, 8 days"
GSE208681,GSM6215747,"Established Trophoblast Stem Cells, clone 2, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:Trophoblast Stem Cells; cell line:BDF2
GSE208681,GSM6215748,"Established Trophoblast Stem Cells, clone 2, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:Trophoblast Stem Cells; cell line:BDF2
GSE208681,GSM6215749,"Established Trophoblast Stem Cells, clone 2, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:Trophoblast Stem Cells; cell line:BDF2
GSE208681,GSM6215750,"Established Trophoblast Stem Cells, clone 5, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:Trophoblast Stem Cells; cell line:BDF2
GSE208681,GSM6215751,"Established Trophoblast Stem Cells, clone 5, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:Trophoblast Stem Cells; cell line:BDF2
GSE208681,GSM6215752,"Established Trophoblast Stem Cells, clone 5, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:Trophoblast Stem Cells; cell line:BDF2
GSE208681,GSM6215753,"Established Trophoblast Stem Cells from blastocyst, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:Trophoblast Stem Cells; cell line:129S1
GSE208681,GSM6215754,"Established Trophoblast Stem Cells from blastocyst, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:Trophoblast Stem Cells; cell line:129S1
GSE208681,GSM6215755,"Established Trophoblast Stem Cells from blastocyst, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:Trophoblast Stem Cells; cell line:129S1
GSE208681,GSM6215756,"KH2 Embryonic Stem Cells in 2iLIF, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:KH2 ESCs; cell line:Mixed
GSE208681,GSM6215757,"KH2 Embryonic Stem Cells in 2iLIF, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:KH2 ESCs; cell line:Mixed
GSE208681,GSM6215758,"KH2 Embryonic Stem Cells in 2iLIF, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:KH2 ESCs; cell line:Mixed
GSE208681,GSM6215759,"Mouse Embryonic Fibroblasts, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:MEF; cell line:ICR
GSE208681,GSM6215760,"Mouse Embryonic Fibroblasts, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:MEF; cell line:ICR
GSE208681,GSM6215761,"Mouse Embryonic Fibroblasts, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:MEF; cell line:ICR
GSE208681,GSM6215762,"Extra-embryonic Endoderm Stem Cells, replicate 1",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:Extra-embryonic Endoderm Stem Cells (XEN); cell line:ICR
GSE208681,GSM6215763,"Extra-embryonic Endoderm Stem Cells, replicate 2",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:Extra-embryonic Endoderm Stem Cells (XEN); cell line:ICR
GSE208681,GSM6215764,"Extra-embryonic Endoderm Stem Cells, replicate 3",Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:Extra-embryonic Endoderm Stem Cells (XEN); cell line:ICR
GSE208681,GSM6372141,"2 pooled synthetic-embryos, ex utero, from 3-days induced iCdx2 cells, replicate 1",Mus musculus,RNA-Seq,transcriptomic single cell,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:E8.5 mouse synthetic-embryo (sEmbryo); tissue:synthetic-embryo; embryo growth condition:ex utero; embryonic day:E8.5; original cells:ESCs, iGata4, iCdx2"
GSE208681,GSM6372142,"A single synthetic-embryo, ex utero, from 3-days induced iCdx2 cells, replicate 2",Mus musculus,RNA-Seq,transcriptomic single cell,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:E8.5 mouse synthetic-embryo (sEmbryo); tissue:synthetic-embryo; embryo growth condition:ex utero; embryonic day:E8.5; original cells:ESCs, iGata4, iCdx2"
GSE208681,GSM6372143,"2 pooled synthetic-embryos, ex utero, from 10-days induced iCdx2 cells, replicate 1",Mus musculus,RNA-Seq,transcriptomic single cell,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:E8.5 mouse synthetic-embryo (sEmbryo); tissue:synthetic-embryo; embryo growth condition:ex utero; embryonic day:E8.5; original cells:ESCs, iGata4, iCdx2"
GSE208681,GSM6372144,"2 pooled synthetic-embryos, ex utero, from 10-days induced iCdx2 cells, replicate 2",Mus musculus,RNA-Seq,transcriptomic single cell,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:E8.5 mouse synthetic-embryo (sEmbryo); tissue:synthetic-embryo; embryo growth condition:ex utero; embryonic day:E8.5; original cells:ESCs, iGata4, iCdx2"
GSE208681,GSM6372145,"2 pooled synthetic-embryos, ex utero, from established early passage embryo derived TSCs (eTSC)",Mus musculus,RNA-Seq,transcriptomic single cell,cDNA,GPL24247,Illumina NovaSeq 6000,"source_name:E8.5 mouse synthetic-embryo (sEmbryo); tissue:synthetic-embryo; embryo growth condition:ex utero; embryonic day:E8.5; original cells:ESCs, iGata4, eTSCs"
GSE208681,GSM6372146,"A single In-utero natural embryo, E8.5, replicate 1",Mus musculus,RNA-Seq,transcriptomic single cell,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:E8.5 mouse embryo; tissue:embryo; embryo growth condition:in utero; embryonic day:E8.5; original cells:natural
GSE208681,GSM6372147,"A single In-utero natural embryo, E8.5, replicate 2",Mus musculus,RNA-Seq,transcriptomic single cell,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:E8.5 mouse embryo; tissue:embryo; embryo growth condition:in utero; embryonic day:E8.5; original cells:natural
GSE208681,GSM6372148,"A single In-utero natural embryo, E8.5, replicate 4",Mus musculus,RNA-Seq,transcriptomic single cell,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:E8.5 mouse embryo; tissue:embryo; embryo growth condition:in utero; embryonic day:E8.5; original cells:natural
GSE208681,GSM6372149,"2 pooled In-utero natural embryos, E8.5",Mus musculus,RNA-Seq,transcriptomic single cell,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:E8.5 mouse embryo; tissue:embryo; embryo growth condition:in utero; embryonic day:E8.5; original cells:natural
GSE208681,GSM6372150,"A single In-utero natural embryo, E8.5, replicate 5",Mus musculus,RNA-Seq,transcriptomic single cell,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:E8.5 mouse embryo; tissue:embryo; embryo growth condition:in utero; embryonic day:E8.5; original cells:natural
GSE208681,GSM6372151,"3 pooled In-utero natural embryos, E8.5",Mus musculus,RNA-Seq,transcriptomic single cell,cDNA,GPL24247,Illumina NovaSeq 6000,source_name:E8.5 mouse embryo; tissue:embryo; embryo growth condition:in utero; embryonic day:E8.5; original cells:natural
GSE200960,GSM6047350,C3.1_H-127819,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:H; culture condition:TX
GSE200960,GSM6047351,C3.1_L-127820,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL17021,Illumina HiSeq 2500,source_name:stem cells; cell type:stem cells; treatment:C3.1; sorting definition cdx2-gfp expression:L; culture condition:TX
